Abstract,Author Keywords
"Leukocytes are a critical component of the human immune system. Many diseases can be diagnosed by analyzing the morphology and number of leukocytes. Due to the extensive application of convolutional neural networks (CNNs) in computer vision (CV), computer-aided automated methods have become the preferred methods for medical image diagnoses. Recently, Transformer has emerged in CV with performance comparable to CNN. Assisted diagnoses are often performed on resource-limited computing devices. The deployments of deep learning (DL) models are limited by the number of parameters and the computation. This study provides a DL training framework that introduces a model compression method of knowledge distillation (KD) in the classification of leukocytes, using small models instead of large ones, to achieve accurate results. Firstly, large models with CNN or Transformer structure are pre-trained on the mixed leukocyte dataset with 25,830 original images. Then, the dark knowledge of the pre-trained large models is extracted by KD, and the small models are trained. Finally, the best performing small model is selected as the final prediction model, which achieves 98.31% testing accuracy on the mixed dataset. The proposed framework on the enhanced BCCD dataset achieves 99.88% testing accuracy, which is better than other methods. It effectively combines the advantages of large and small models to meet the requirements of low resource consumption and high accuracy.",Knowledge distillation; Deep learning; Leukocyte classification; CNN; Transformer
"As everyone knows that in today's time Artificial Intelligence, Machine Learning and Deep Learning are being used extensively and generally researchers are thinking of using them everywhere. At the same time, we are also seeing that the second wave of corona has wreaked havoc in India. More than 4 lakh cases are coming in 24 h. In the meantime, news came that a new deadly fungus has come, which doctors have named Mucormycosis (Black fungus). This fungus also spread rapidly in many states, due to which states have declared this disease as an epidemic. It has become very important to find a cure for this life-threatening fungus by taking the help of our today's devices and technology such as artificial intelligence, data learning. It was found that the CT-Scan has much more adequate information and delivers greater evaluation validity than the chest X-Ray. After that the steps of Image processing such as pre-processing, segmentation, all these were surveyed in which it was found that accuracy score for the deep features retrieved from the ResNet50 model and SVM classifier using the Linear kernel function was 94.7%, which was the highest of all the findings. Also studied about Deep Belief Network (DBN) that how easy it can be to diagnose a life-threatening infection like fungus. Then a survey explained how computer vision helped in the corona era, in the same way it would help in epidemics like Mucormycosis.",Mucormycosis; Computer vision; Black fungus; Artificial intelligence; Deep learning
"Acute lymphoblastic leukemia (ALL) is the most common childhood cancer worldwide, and it is characterized by the production of immature malignant cells in the bone marrow. Computer vision techniques provide automated analysis that can help specialists diagnose this disease. Microscopy image analysis is the most economical method for the initial screening of patients with ALL, but this task is subjective and time-consuming. In this study, we propose a hybrid model using a genetic algorithm (GA) and a residual convolutional neural network (CNN), ResNet-50V2, to predict ALL using microscopy images available in ALL-IDB dataset. However, accurate prediction requires suitable hyperparameters setup, and tuning these values manually still poses challenges. Hence, this paper uses GA to find the best hyperparameters that lead to the highest accuracy rate in the models. Also, we compare the performance of GA hyperparameter optimization with Random Search and Bayesian optimization methods. The results show that GA optimization improves the accuracy of the classifier, obtaining 98.46% in terms of accuracy. Additionally, our approach sheds new perspectives on identifying leukemia based on computer vision strategies, which could be an alternative for applications in a real-world scenario.",Leukemia classification; Convolutional neural networks; Genetic algorithm; Hyperparameter optimization; Fine-tuning
"Hurricanes are tropical storms that cause immense damage to human life and property. Rapid assessment of damage caused by hurricanes is extremely important for the first responders. But this process is usually slow, expensive, labor intensive and prone to errors. The advancements in remote sensing and computer vision help in observing Earth at a different scale. In this paper, a new Convolutional Neural Network model has been designed with the help of satellite images captured from the areas affected by hurricanes. The model will be able to assess the damage by detecting damaged and undamaged buildings based upon which the relief aid can be provided to the affected people on an immediate basis. The model is composed of five convolutional layers, five pooling layers, one flattening layer, one dropout layer and two dense layers. Hurricane Harvey dataset consisting of 23,000 images of size 128 x 128 pixels has been used in this paper. The proposed model is simulated on 5750 test images at a learning rate of 0.00001 and 30 epochs with the Adam optimizer obtaining an accuracy of 0.95 and precision of 0.97. The proposed model will help the emergency responders to determine whether there has been damage or not due to the hurricane and also help those to provide relief aid to the affected people.",Natural disaster; Damage; Hurricane; Remote sensing; Satellite imagery; Computer vision; Deep learning; Convolutional neural network
"Deep learning techniques help computer vision automatically learn the intrinsic patterns within complex data. This research mainly concentrates on creating a mobile application based on augmented reality for elderly mobile users that helps in identifying the traffic signals and other signboards in real-time using deep learning techniques. TensorFlow serves as an implementation platform to build the object detection system with deep learning. The single shot multibox detector (SSD) model and the two-stage faster-regional convolutional neural network (RCNN) models from TensorFlow's object detection application programming interface (API) are compared in this study. The SSD model with MobileNet as a backbone network serves well for this study as it is faster than the RCNN model with comparable accuracy. However, unconstrained environments like occlusions can be an obstacle to the effective performance of an object detection system. This research provides a solution to handle occlusions by developing a robust object detection system through image segmentation techniques. The model introduced is based on the SSD MobileNet model which enables it to be deployable on mobile devices for real-time offline detection. The developed model exhibits faster performance than the state-of-the-art instance segmentation model, Mask RCNN with comparable accuracy. Elaborated implementation of this system and results are presented in further sections.",computer vision; neural networks; object recognition; occlusion handling; SSD MobileNet; TensorFlow
Using a computer vision approach we have extracted the Haralick's texture features of randomly oriented electrospun nanomaterials in order to predict the proliferative behavior of cells which were subsequently seeded onto the nanosurfaces.,
"Production of gestures does not require vision. Everyone-even those who are blind since birth-produces hand gestures while interacting with others. In our previous study, a gesture-based technique called Dactylology has been developed for the visually impaired to help them interact with computers. Cognitive load is an important indicator and a critical research issue while designing and adopting such new techniques. Hence, a study was conducted to compare the performance on a task between two computer input techniques (i.e., Dactylology and Braille) under varying levels of cognitive load (low, medium, and high), introduced by manipulating the task complexity. For the purpose of the study, 14 visually impaired participants were trained on Dactylology and Braille techniques to interact with the computer. The task performance was measured through the response time and false response (FR). The results confirm that the participants had significantly lower response time and committed fewer FRs in the Dactylology technique than the Braille under all cognitive load conditions. Altogether, these results render sufficient support to consider gesture-based Dactylology as a potential technique for the visually impaired to interact with the computer.",Task analysis; Particle measurements; Atmospheric measurements; Visualization; Time factors; Keyboards; Standards; Braille; cognitive load; dactylology; human-computer interaction (HCI); model human processor (MHP); visually impaired
"Recent state-of-the-art Face Detection algorithms in the field of Computer Vision focus greatly on real-time processing and results. The applications using these algorithms deal with low quality video feeds having less Pixels Per Inch (ppi) and/or low frame rate. The algorithms perform well with such video feeds, but their performance deteriorates towards high quality, high data-per-frame videos. Such video files mostly exist in offline mode, that could be used for post processing by the Computer Vision applications. This paper focuses on developing such an algorithm that gives faster results on high quality videos, at par with the algorithms working on live low quality video feeds. The proposed algorithm uses Convolutional-MTCNN as base algorithm, and speeds it up for high definition videos. This paper also presents a novel solution to the problem of occlusion and detecting partial or fully hidden faces in the videos. This is achieved by using probabilistic approaches, given that the face has been identified in first few frames, to give the algorithm an estimate of where the face should be in the occluded region.",Face detection; Feature tracking; Interpolation
"Aims lmmunohistochemistry (IHC) assessment of tissue is a central component of the modern pathology workflow, but quantification is challenged by subjective estimates by pathologists or manual steps in semi-automated digital tools. This study integrates various computer vision tools to develop a fully automated workflow for quantifying Ki-67, a standard IHC test used to assess cell proliferation on digital whole slide images (WSIs). Methods We create an automated nuclear segmentation strategy by deploying a Mask R-CNN classifier to recognise and count 3,3'-diaminobenzidine positive and negative nuclei. To further improve automation, we replaced manual selection of regions of interest (ROIs) by aligning Ki-67 WSIs with corresponding H&E-stained sections, using scale-invariant feature transform (SIFT) and a conventional histomorphological convolutional neural networks to define tumour-rich areas for quantification. Results The Mask R-CNN was tested on 147 images generated from 34 brain tumour Ki-67 WSIs and showed a high concordance with aggregate pathologists' estimates (n = 3 assessors; y = 0.9712x - 1.945, r=0.9750). Concordance of each assessor's Ki-67 estimates was higher when compared with the Mask R-CNN than between individual assessors (r(avg)=0.9322 vs 0.8703; p=0.0213). Coupling the Mask R-tNN with SIFT-CNN workflow demonstrated ROls can be automatically chosen and partially sampled to improve automation and dramatically decrease computational time (average: 88.55-19.28min; p<0.0001). Conclusions We show how innovations in computer vision can be serially compounded to automate and improve implementation in clinical workflows. Generalisation of this approach to other ancillary studies has significant implications for computational pathology.",
"In the past ten years, deep learning technology has achieved a great success in many fields, like computer vision and speech recognition. Recently, large-scale geometry data become more and more available, and the learned geometry priors have been successfully applied to 3D computer vision and computer graphics fields. Different from the regular representation of images, surface meshes have irregular structures with different vertex numbers and topologies. Therefore, the traditional convolution neural networks used for images cannot be directly used to handle surface meshes, and thus, many methods have been proposed to solve this problem. In this paper, we provide a comprehensive survey of existing geometric deep learning methods for mesh processing. We first introduce the relevant knowledge and theoretical background of geometric deep learning and some basic mesh data knowledge, including some commonly used mesh datasets. Then, we review various deep learning models for mesh data with two different types: graph-based methods and mesh structure-based methods. We also review the deep learning-based applications for mesh data. In the final, we give some potential research directions in this field.",Geometric deep learning; Non-Euclidean space; Mesh; Convolution; Spectral domain; Spatial domain
"The massive addition of data to the internet in text, images, and videos made computer vision-based tasks challenging in the big data domain. Recent exploration of video data and progress in visual information captioning has been an arduous task in computer vision. Visual captioning is attributable to integrating visual information with natural language descriptions. This paper proposes an encoder-decoder framework with a 2D-Convolutional Neural Network (CNN) model and layered Long Short Term Memory (LSTM) as the encoder and an LSTM model integrated with an attention mechanism working as the decoder with a hybrid loss function. Visual feature vectors extracted from the video frames using a 2D-CNN model capture spatial features. Specifically, the visual feature vectors are fed into the layered LSTM to capture the temporal information. The attention mechanism enables the decoder to perceive and focus on relevant objects and correlate the visual context and language content for producing semantically correct captions. The visual features and GloVe word embeddings are input into the decoder to generate natural semantic descriptions for the videos. The performance of the proposed framework is evaluated on the video captioning benchmark dataset Microsoft Video Description (MSVD) using various well-known evaluation metrics. The experimental findings indicate that the suggested framework outperforms state-of-the-art techniques. Compared to the state-of-the-art research methods, the proposed model significantly increased all measures, B@1, B@2, B@3, B@4, METEOR, and CIDEr, with the score of 78.4, 64.8, 54.2, and 43.7, 32.3, and 70.7, respectively. The progression in all scores indicates a more excellent grasp of the context of the inputs, which results in more accurate caption prediction.",Attention; Computer vision; Convolutional neural network; LSTM; Video captioning
"The attention mechanism of computer vision represented by a non-local network improves the performance of numerous vision tasks while bringing computational burden for deployment Wang et al. (2018). In this work, we explore to release the inference computation for non-local network by decoupling the training/inference procedure. Specifically, we propose the implicit non-local network (iNL). During training, iNL models the dependency between features across long-range affinities like original non-local blocks; during inference, iNL could be reformulated as only two convolution layers but can rival non-local network. In this way, the computation complexity and the memory costs are reduced. In addition, we take a further step and extend our iNL into a more generalized form, which covers the attentions of different orders in computer vision tasks. iNL brings steady improvements on multiple benchmarks of different vision tasks including classification, detection, and instance segmentation. In the meantime, it provides a brand-new perspective to understand the attention mechanism in deep neural networks. (c) 2022 Elsevier B.V. All rights reserved.",Attention; Computation cost; Implicit method; Generalized form
"Objective This study aims to develop and validate a convolutional neural network (CNN)-based algorithm for automatic selection of informative frames in flexible laryngoscopic videos. The classifier has the potential to aid in the development of computer-aided diagnosis systems and reduce data processing time for clinician-computer scientist teams. Methods A dataset of 22,132 laryngoscopic frames was extracted from 137 flexible laryngostroboscopic videos from 115 patients. 55 videos were from healthy patients with no laryngeal pathology and 82 videos were from patients with vocal fold polyps. The extracted frames were manually labeled as informative or uninformative by two independent reviewers based on vocal fold visibility, lighting, focus, and camera distance, resulting in 18,114 informative frames and 4018 uninformative frames. The dataset was split into training and test sets. A pre-trained ResNet-18 model was trained using transfer learning to classify frames as informative or uninformative. Hyperparameters were set using cross-validation. The primary outcome was precision for the informative class and secondary outcomes were precision, recall, and F1-score for all classes. The processing rate for frames between the model and a human annotator were compared. Results The automated classifier achieved an informative frame precision, recall, and F1-score of 94.4%, 90.2%, and 92.3%, respectively, when evaluated on a hold-out test set of 4438 frames. The model processed frames 16 times faster than a human annotator. Conclusion The CNN-based classifier demonstrates high precision for classifying informative frames in flexible laryngostroboscopic videos. This model has the potential to aid researchers with dataset creation for computer-aided diagnosis systems by automatically extracting relevant frames from laryngoscopic videos.",artificial intelligence; computer vision; computer-aided diagnosis; laryngology; machine learning; vocal fold polyp
"This paper investigates the extension of ImageNet and its millions of English-labeled images to Arabic using Arabic WordNet. The primary finding is the identification of Arabic synsets for 1219 of the 21,841 synsets used in ImageNet, which represents 1.1 million images. By leveraging the parent-child structure of synsets in ImageNet, this dataset is extended to 10,462 synsets (and 7.1 million images) that have an Arabic label, which is either a match or a direct hypernym, and to 17,438 synsets (and 11 million images) when a hypernym of a hypernym is included. Samples evaluated suggest that generating Arabic labels for images in ImageNet using hypernyms does indeed produce meaningful results. The precision values for seven evaluated samples exceeded 90%. Moreover, when all the images in the samples were combined, the precision value equaled 93%. For the entire ImageNet, when all hypernyms for a node are considered, an Arabic synset is found for all but four synsets. This represents the major contribution of this work: a dataset of 14,195,756 images that have Arabic labels. The resulting dataset presents Arabic labels for 99.9% of the images in ImageNet.",ImageNet; Computer vision; Arabic WordNet; Arabic computer vision; Language and computer vision; Linked data
"Roadside LiDAR (light detection and ranging) is a solution to fill in the gaps for connected vehicles (CV) by detecting the status of global road users at transportation facilities. It relies greatly on the clustering algorithm for accurate and rapid data processing so as to ensure effectiveness and reliability. To contribute to better roadside LiDAR-based transportation facilities, this paper presents a fast-spherical-projection-based clustering algorithm (FSPC) for real-time LiDAR data processing with higher clustering accuracy and noise handling. The FSPC is designed to work on a spherical map which could be directly derived from the instant returns of a LiDAR sensor. A 2D-window searching strategy is specifically designed to accelerate the computation and alleviate the density variation impact in the LiDAR point cloud. The test results show the proposed algorithm can achieve a high processing efficiency with 24.4 ms per frame, satisfying the real-time requirement for most common LiDAR applications (100 ms per frame), and it also ensures a high accuracy in object clustering, with 96%. Additionally, it is observed that the proposed FSPC allows a wider detection range and is more stable, tackling the surge in foreground points that frequently occurs in roadside LiDAR applications. Finally, the generality of the proposed FSPC indicates the proposed algorithm could also be implemented in other areas such as autonomous driving and remote sensing.",data and data science; automatic vehicle detection and identification systems; computer vision; data science; remote sensing; vehicle detection
"Vision-based hardware driver assistance systems are the most important systems in the world because of their low cost and ability to provide information on driving environments. Improving safety and reducing accidents are the two main objectives of these systems. For this, in this paper a new Vision-based Hardware Advanced Driver Assistance System (VH-ADAS) based machine learning incorporating the hybridization of Support Vector Machine (SVM)-Histogram of Oriented Gradient (HOG) classifier and Particle Swarm Optimization (PSO) technique is proposed for traffic scenes from both video and captured images. First, the proposed system uses a feature extraction method based on the HOG. Then, the Particle Swarm Optimization technique is used for selection and so to optimize the features. The SVM method is applied to obtain fast detection and high accuracy. Finally, a hardware synthesizable architecture of the complete system was developed and then co-simulation validity was succeeded using the Matlab-Vivado System Generator (VSG) and a Field Programmable Gate Array (FPGA). The results show that the proposed new system supports real-time detection in both images and video. Also, they show that the proposed vehicle detection method is competitive in terms of parallel run time with only 1.483 ms and in terms of accuracy rate with only 97.84%.",Real-time VH-ADAS; Machine learning; Particle swarm optimization; Vivado system generator
"Vehicle detection plays an important role in the development of an autonomous driving system. Fast processing and accurate detection are two major aspects of generating the autonomous vehicle detection system. This paper proposes a novel computer vision-based cost-effective vehicle detection system. Here, a Gentle Adaptive Boosting algorithm is trained with Haar-like features to generate the hypothesis of vehicles. Haar-like feature generates hypotheses very fast but may detect false vehicle candidates. The support vector machine algorithm is trained with the histogram of oriented gradient features to filter out the generated false hypothesis. The histogram of oriented gradients descriptor utilizes the shape and outlines of the vehicles, hence detects vehicles more accurately. Haar-Likes features and histogram of oriented gradients features are organized to accomplish the aspects of autonomous driving. The performance of the proposed vehicle detector is evaluated for day time and night time captured images and compared with three different existing vehicle detectors. The average precision of the proposed system for day time captured image is 0.97 and for night time captured image is 0.94. The proposed system requires 15 times less training time as compared to the existing technique for the same number of image data and on the same CPU.",vehicle detection system; Haar-like feature; histogram of oriented gradients features; Adaboost classifier; support vector machine; autonomous driving system
"Recent advances in image processing and machine learning methods have greatly enhanced the ability of object classification from images and videos in different applications. Classification of human activities is one of the emerging research areas in the field of computer vision. It can be used in several applications including medical informatics, surveillance, human computer interaction, and task monitoring. In the medical and healthcare field, the classification of patients' activities is important for providing the required information to doctors and physicians for medication reactions and diagnosis. Nowadays, some research approaches to recognize human activity from videos and images have been proposed using machine learning (ML) and soft computational algorithms. However, advanced computer vision methods are still considered promising development directions for developing human activity classification approach from a sequence of video frames. This paper proposes an effective automated approach using feature fusion and ML methods. It consists of five steps, which are the preprocessing, feature extraction, feature selection, feature fusion, and classification steps. Two available public benchmark datasets are utilized to train, validate, and test ML classifiers of the developed approach. The experimental results of this research work show that the accuracies achieved are 99.5% and 99.9% on the first and second datasets, respectively. Compared with many existing related approaches, the proposed approach attained high performance results in terms of sensitivity, accuracy, precision, and specificity evaluation metric.",
"Graph Convolutional Networks (GCNs) are general deep representation learning models for graph-structured data. In this paper, we propose a simple Plug-in Attention Module (PLAM) to improve the rep-resentation power of GCNs, inspired by the recent success of the query-key mechanism in computer vision and natural language processing. With this module, our network is able to adaptively learn the weights from a node towards its neighbors. Different from existing attention-based GCNs, the proposed PLAM has several important properties. First, the parameter space for the attention module is isolated from that for feature learning. This ensures that the proposed approach can be conveniently applied to existing GCNs as a plug-in module. Second, the anchor node and neighbor nodes are treated separately when learning the attention weights, which further enhances the flexibility of our structure. Third, our attention module extracts higher-level information by computing the inner product of the features between the anchor node and neighbor nodes, leading to significantly increased representation power. Last, we take a step forward and propose a novel structural encoding technique for the graph attention module to inject local and global structure information. Although being simple, our PLAM models have achieved state-of-the-art performances on graph-structured datasets under both the transductive and inductive settings. Additionally, experiments on image and point cloud datasets show potential applica-tions of PLAM on several computer vision tasks. (c) 2022 Published by Elsevier B.V.",Graph-based learning; Graph convolutional networks; Self-attention; Semi-supervised node classification
"The vision-based smart driving technologies for road safety are the popular research topics in computer vision. The precise moving object detection with continuously tracking capability is one of the most important vision-based technologies nowadays. In this paper, we propose an improved object detection system, which combines a typical object detector and long short-term memory (LSTM) modules, to further improve the detection performance for smart driving. First, starting from a selected object detector, we combine all vehicle classes and bypassing low-level features to improve its detection performance. After the spatial association of the detected objects, the outputs of the improved object detector are then fed into the proposed double-layer LSTM (dLSTM) modules to successfully improve the detection performance of the vehicles in various conditions, including the newly-appeared, the detected and the gradually-disappearing vehicles. With stage-by-stage evaluations, the experimental results show that the proposed vehicle detection system with dLSTM modules can precisely detect the vehicles without increasing computations.",Vehicle detection; LSTM-based object refiner; Spatial priority order; Adaptive miss-time threshold; Adaptive confidence threshold
"Rain streaks are one of the main factors that degrade the performance of computer vision algorithms. Therefore, a preprocessing method is needed to remove rain streaks from rainy images. The main issue of the rain removal task is to prevent over (or under) de-raining. Over de-raining means that the background details are removed along with rain streaks in light rain, and under de-raining means that the rain streaks are not completely removed in heavy rain. These occur as the density of rain and intensity of rain streaks vary. In order to solve this, this paper proposes a two-step rain removal method. The proposed system first estimates the rain streaks image redefined with a simple operation from an input rainy image. The proposed rain streaks image contains rain density and rain streak intensity for the rainy image. By using this, the proposed system can adaptively remove rain streaks from images captured in various rain conditions. In addition, we propose a novel architectural unit, the elementwise attentive gating block, which is an optimized block used to deal with high frequency rain streaks. The proposed block selectively passes the desired components from the input feature maps by applying different weights to each element. It helps to clearly extract the rain streaks, and as a result, there are no traces of rain streaks on the restored image. The proposed method outperforms previous rain removal algorithms for both synthetic and real-world images.",Rain; Image restoration; Task analysis; Feature extraction; Degradation; Computer vision; Learning systems; Rain removal; max channel simplification; deep learning; elementwise attention block
"Image captioning is a very important task, which is on the edge between natural language processing (NLP) and computer vision (CV). The current quality of the captioning models allows them to be used for practical tasks, but they require both large computational power and considerable storage space. Despite the practical importance of the image-captioning problem, only a few papers have investigated model size compression in order to prepare them for use on mobile devices. Furthermore, these works usually only investigate decoder compression in a typical encoder-decoder architecture, while the encoder traditionally occupies most of the space. We applied the most efficient model-compression techniques such as architectural changes, pruning and quantization to several state-of-the-art image-captioning architectures. As a result, all of these models were compressed by no less than 91% in terms of memory (including encoder), but lost no more than 2% and 4.5% in metrics such as CIDEr and SPICE, respectively. At the same time, the best model showed results of 127.4 CIDEr and 21.4 SPICE, with a size equal to only 34.8 MB, which sets a strong baseline for compression problems for image-captioning models, and could be used for practical applications.",image captioning; model compression; pruning; quantization
"Neuromorphic vision sensors such as the Dynamic and Active-pixel Vision Sensor (DAVIS) using silicon retina are inspired by biological vision, they generate streams of asynchronous events to indicate local log-intensity brightness changes. Their properties of high temporal resolution, low-bandwidth, lightweight computation, and low-latency make them a good fit for many applications of motion perception in the intelligent vehicle. However, as a younger and smaller research field compared to classical computer vision, neuromorphic vision is rarely connected with the intelligent vehicle. For this purpose, we present three novel datasets recorded with DAVIS sensors and depth sensor for the distracted driving research and focus on driver drowsiness detection, driver gaze-zone recognition, and driver hand-gesture recognition. To facilitate the comparison with classical computer vision, we record the RGB, depth and infrared data with a depth sensor simultaneously. The total volume of this dataset has 27360 samples. To unlock the potential of neuromorphic vision on the intelligent vehicle, we utilize three popular event-encoding methods to convert asynchronous event slices to event-frames and adapt state-of-the-art convolutional architectures to extensively evaluate their performances on this dataset. Together with qualitative and quantitative results, this work provides a new database and baseline evaluations named NeuroIV in cross-cutting areas of neuromorphic vision and intelligent vehicle.",Neuromorphics; Vision sensors; Intelligent sensors; Intelligent vehicles; Cameras; Neuromorphic vision; distracted driving; advanced driver assistance system; database and baseline evaluations; event encoding; deep learning
"Vision-based semantic segmentation of waterbodies and nearby related objects provides important information for managing water resources and handling flooding emergency. However, the lack of large-scale labeled training and testing datasets for water-related categories prevents researchers from studying water-related issues in the computer vision field. To tackle this problem, we present ATLANTIS, a new benchmark for semantic segmentation of waterbodies and related objects. ATLANTIS consists of 5,195 images of waterbodies, as well as high quality pixel-level manual annotations of 56 classes of objects, including 17 classes of man-made objects, 18 classes of natural objects and 21 general classes. We analyze ATLANTIS in detail and evaluate several state-of-the-art semantic segmentation networks on our benchmark. In addition, a novel deep neural network, AQUANet, is developed for waterbody semantic segmentation by processing the aquatic and non-aquatic regions in two different paths. AQUANet also incorporates low-level feature modulation and cross-path modulation for enhancing feature representation. Experimental results show that the proposed AQUANet outperforms other state-of-the-art semantic segmentation networks on ATLANTIS. We claim that ATLANTIS is the largest waterbody image dataset for semantic segmentation providing a wide range of water and water-related classes and it will benefit researchers of both computer vision and water resources engineering.",Water resources engineering; Computer vision; Waterbody image dataset; Semantic segmentation; Deep learning models
"Non-Destructive Testing (NDT) is one of the inspection techniques used in industrial tool inspection for quality and safety control. It is performed mainly using X-ray Computed Tomography (CT) to scan the internal structure of the tools and detect the potential defects. In this paper, we propose a new toolbox called the CT-Based Integrity Monitoring System (CTIMS-Toolbox) for automated inspection of CT images and volumes. It contains three main modules: first, the database management module, which handles the database and reads/writes queries to retrieve or save the CT data; second, the pre-processing module for registration and background subtraction; third, the defect inspection module to detect all the potential defects (missing parts, damaged screws, etc.) based on a hybrid system composed of computer vision and deep learning techniques. This paper explores the different features of the CTIMS-Toolbox, exposes the performance of its modules, compares its features to some existing CT inspection toolboxes, and provides some examples of the obtained results.",computerized tomography (CT); defect inspection; computer vision; image processing; deep learning; toolbox; image classification
"The application of deep architectures inspired by the fields of artificial intelligence and computer vision has made a significant impact on the task of crack detection. As the number of studies being published in this field is growing fast, it is important to categorize the studies at deeper levels. In this paper, a comprehensive literature review of deep learning-based crack detection studies and the contributions they have made to the field is presented. The studies are categorised according to the computer vision aspect and at deeper levels to facilitate exploring the studies that utilised similar approaches to address the crack detection problem. Moreover, the authors perform a comparison between the studies which use the same publicly available data sets, in order to find the most promising crack detection approaches. Critical future directions for research are proposed, based on these reviewed studies as well as on trends and developments in areas similar to the crack detection area.",structural health monitoring; crack detection; deep learning; image classification; object recognition; semantic segmentation
"This article presents a systematic overview of artificial intelligence (AI) and computer vision strategies for diagnosing the coronavirus disease of 2019 (COVID-19) using computerized tomography (CT) medical images. We analyzed the previous review works and found that all of them ignored classifying and categorizing COVID-19 literature based on computer vision tasks, such as classification, segmentation, and detection. Most of the COVID-19 CT diagnosis methods comprehensively use segmentation and classification tasks. Moreover, most of the review articles are diverse and cover CT as well as X-ray images. Therefore, we focused on the COVID-19 diagnostic methods based on CT images. Well-known search engines and databases such as Google, Google Scholar, Kaggle, Baidu, IEEE Xplore, Web of Science, PubMed, ScienceDirect, and Scopus were utilized to collect relevant studies. After deep analysis, we collected 114 studies and reported highly enriched information for each selected research. According to our analysis, AI and computer vision have substantial potential for rapid COVID-19 diagnosis as they could significantly assist in automating the diagnosis process. Accurate and efficient models will have real-time clinical implications, though further research is still required. Categorization of literature based on computer vision tasks could be helpful for future research; therefore, this review article will provide a good foundation for conducting such research.",COVID-19; COVID-19 diagnosis; COVID-19 classification; Image segmentation; COVID-19 detection
"There is a large growth in hardware and software systems capable of producing vast amounts of image and video data. These systems are rich sources of continuous image and video streams. This motivates researchers to build scalable computer vision systems that utilize data-streaming concepts for processing of visual data streams. However, several challenges exist in building large-scale computer vision systems. For example, computer vision algorithms have different accuracy and speed profiles depending on the content, type, and speed of incoming data. Also, it is not clear how to adaptively tune these algorithms in large-scale systems. These challenges exist because we lack formal frameworks for building and optimizing large-scale visual processing. This paper presents formal methods and algorithms that aim to overcome these challenges and improve building and optimizing large-scale computer vision systems. We describe a formal algebra framework for the mathematical description of computer vision pipelines for processing image and video streams. The algebra naturally describes feedback control and provides a formal and abstract method for optimizing computer vision pipelines. We then show that a general optimizer can be used with the feedback-control mechanisms of our stream algebra to provide a common online parameter optimization method for computer vision pipelines.",Streaming media; Computer vision; Algebra; Pipelines; Approximation algorithms; Optimization; Buildings; Stream algebra; online vision algorithms; stream processing; large scale computer vision systems; parameter tuning; performance optimization
"In this article, we propose a novel model for facial micro-expression (FME) recognition. The proposed model basically comprises a transformer, which is recently used for computer vision and has never been used for FME recognition. A transformer requires a huge amount of data compared to a convolution neural network. Then, we use motion features, such as optical flow and late fusion to complement the lack of FME dataset. The proposed method was verified and evaluated using the SMIC and CASME II datasets. Our approach achieved state-of-the-art (SOTA) performance of 0.7447 and 73.17% in SMIC in terms of unweighted F1 score (UF1) and accuracy (Acc.), respectively, which are 0.31 and 1.8% higher than previous SOTA. Furthermore, UF1 of 0.7106 and Acc. of 70.68% were shown in the CASME II experiment, which are comparable with SOTA.",deep learning; image processing; facial micro-expression; emotion recognition; vision transformer
"Computer-vision-based space circular target detection has a wide range of applications in visual measurement, object detection, and other fields. The space circular target is projected into an ellipse in the camera for localization. Traditional methods based on monocular vision use a precise calculation model to calculate the center coordinate and normal vector of the space circular target according to the image's elliptic parameters. However, this accurate calculation method has the disadvantage of poor anti-interference ability in practical application. Aiming at the shortcomings of the above traditional calculation method, this paper proposes an optimization method for fitting the circular target in 3D space, where the image ellipse is projected back into 3D space and then detects the center coordinate and normal vector of the space circular target. Unlike the traditional method, this approach is not sensitive to the image's elliptic parameters; it has stronger noise resistance performance and notable application value. The feasibility and effectiveness of the proposed method were verified by both simulation and practical experimental results.",computer vision; monocular vision; space circular target detection; noise resistance performance
"Computer vision has shown potential for assisting post-earthquake inspection of buildings through automatic damage detection in images. However, assessing the safety of an earthquake-damaged building requires considering this damage in the context of its global impact on the structural system. Thus, an inspection must consider the expected damage progression of the associated component and the component's contribution to structural system performance. To address this issue, a digital twin framework is proposed for post-earthquake building evaluation that integrates unmanned aerial vehicle (UAV) imagery, component identification, and damage evaluation using a Building Information Model (BIM) as a reference platform. The BIM guides selection of optimal sets of images for each building component. Then, if damage is identified, each image pixel is assigned to a specific BIM component, using a GrabCut-based segmentation method. In addition, 3D point cloud change detection is employed to identify nonstructural damage and associate that damage with specific BIM components. Two example applications are presented. The first develops a digital twin for an existing reinforced concrete moment frame building and demonstrates BIM-guided image selection and component identification. The second uses a synthetic graphics environment to demonstrate 3D point cloud change detection for identifying damaged nonstructural masonry walls. In both examples, observed damage is tied to BIM components, enabling damage to be considered in the context of each component's known design and expected earthquake performance. The goal of this framework is to combine component-wise damage estimates with a pre-earthquake structural analysis of the building to predict a building's post-earthquake safety based on an external UAV survey.",unmanned aerial vehicles; building information modeling; digital twin; computer vision; post-earthquake evaluation; automated inspection
